Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
HP,Ultrabook,8,1.39,11.02220830408089,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,16,2.4,11.563884703567355,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.37,11.484896292248726,1,1,165.6321180513006,Intel Core i5,0,512,Intel,Windows
Dell,Notebook,4,1.95,10.56846856468972,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,11.38409159312676,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.31,11.036037392231934,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,10.538089862097848,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,4,1.95,11.02220830408089,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,9.70890230312988,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows
HP,Ultrabook,4,1.26,11.340108040487776,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.86,9.641641633704324,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others
Lenovo,2 in 1 Convertible,16,1.3,11.470547260182666,1,1,276.053530085501,Intel Core i7,0,1000,Intel,Windows
Toshiba,Notebook,4,1.47,10.983161640183988,0,1,157.3505121487356,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,1.26,11.395540949893968,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,10.30099467974321,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows
MSI,Gaming,8,2.2,11.064804181259648,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.36,11.377402604975964,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.36,11.89782208458538,0,0,169.78089942830815,Intel Core i7,1000,512,Nvidia,Windows
HP,Gaming,8,2.75,11.219074000897615,0,1,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows
Asus,Notebook,4,2.8,10.2484380327783,0,0,106.11306214269258,Other Intel Processor,1000,0,Nvidia,Windows
Acer,Notebook,4,2.23,10.403666298916727,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,8,2.2,10.99575173454406,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.1,11.144911042902732,1,1,194.94753717542463,Other Intel Processor,0,256,Intel,Windows
Lenovo,Gaming,16,2.5,10.882315804880689,0,1,141.21199808219862,AMD Processor,1000,512,AMD,Windows
Dell,Ultrabook,8,1.36,11.27007418585674,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,2.2,10.50497986449436,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others
Dell,Notebook,4,2.36,10.46628456073464,0,0,106.11306214269258,Intel Core i3,1000,0,AMD,Windows
Acer,Notebook,4,1.68,9.83063294843456,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Others
HP,Workstation,8,2.0,11.69380197819145,0,1,141.21199808219862,Intel Core i7,0,8,Nvidia,Windows
Dell,Ultrabook,8,1.36,11.45711672814165,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.2,11.261752740934517,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.2,11.030873869571886,0,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others
Lenovo,Ultrabook,8,1.7,11.281414342976868,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,16,4.36,12.031987793755118,0,1,254.67134914246225,Intel Core i7,1000,512,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.24,11.52464373704442,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.45,10.62842405558548,1,0,135.0942111925629,Other Intel Processor,0,256,Intel,Windows
Dell,Ultrabook,8,1.3,11.120757161229305,0,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Acer,2 in 1 Convertible,4,1.25,9.93914036985058,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others
Toshiba,Notebook,8,1.2,11.311846686253432,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,11.448630114264333,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,12,2.4,10.892276046585742,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Toshiba,Ultrabook,8,1.1,11.465531925066934,1,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,2.04,10.716671227805325,0,0,100.45466986113652,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,4,2.25,10.118930877053268,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Others
Dell,Notebook,4,1.9,10.690944412566814,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,2.04,10.50497986449436,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,32,4.42,12.030401247333158,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,10.519472871796928,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,11.52464373704442,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.5,11.55778003196968,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,32,4.42,11.91293572239543,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,1.95,11.048830743691845,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.73,11.601107316686976,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.04,10.862092668762644,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.7,10.885314307876945,0,0,111.93520355955212,Intel Core i5,0,0,Intel,Windows
Asus,2 in 1 Convertible,16,2.3,11.470547260182666,1,0,282.42399616439724,Intel Core i7,2000,512,Nvidia,Windows
HP,Notebook,6,2.04,10.336863503805128,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,2.99,11.442360501250736,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,12,2.19,11.144911042902732,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,4,1.2,11.061462490597744,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Lenovo,Notebook,6,2.2,10.283659467741664,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Fujitsu,Notebook,4,2.3,10.450993742936223,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,1.75,10.794485091507656,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.25,10.370822624347584,0,0,100.45466986113652,Intel Core i5,500,0,AMD,Windows
HP,Notebook,8,2.04,10.667644768738764,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Gaming,8,2.5,11.056428922922915,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.36,10.594300009749354,0,0,100.45466986113652,Intel Core i7,1000,0,AMD,Windows
Dell,Notebook,8,1.6,10.99575173454406,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,0.97,11.529371878240363,0,0,176.23257360658386,Other Intel Processor,0,512,Intel,Windows
HP,Notebook,4,2.1,10.188167121983652,0,0,141.21199808219862,Intel Core i3,1000,128,AMD,Windows
Lenovo,Notebook,4,1.9,9.576276649067632,0,0,100.45466986113652,Other Intel Processor,0,128,Intel,Others
Lenovo,Notebook,8,2.3,11.18267988243989,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.68,10.765658261746038,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,1.4,11.02307824758943,0,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.11,11.18267988243989,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.4,9.915732278952564,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Asus,Gaming,16,2.5,11.470547260182666,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.48,11.6200017877887,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,8,2.7,11.114428026177658,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.34,11.056428922922915,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,10.280009828654116,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
HP,Notebook,4,1.64,10.633572072102885,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,4,1.2,11.061462490597744,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows
HP,Notebook,4,1.48,10.978617394068182,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.95,11.06979587215689,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.43,11.254189968552817,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.64,10.931401459017524,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,10.503518943854685,0,0,111.93520355955212,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,8,2.65,10.83096982484206,0,0,141.21199808219862,Intel Core i5,0,0,Nvidia,Windows
HP,Ultrabook,4,1.26,11.314449160071012,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.48,11.34705032144641,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,11.518415853167008,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.49,10.660172753900062,0,0,117.82653006268644,Intel Core i3,500,0,Intel,Windows
Toshiba,Notebook,8,1.5,11.07393666482292,0,0,117.82653006268644,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,10.621938553982543,0,0,100.45466986113652,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,16,2.4,11.971204630519404,0,1,254.67134914246225,Intel Core i7,0,512,Nvidia,Windows
Toshiba,Notebook,8,1.47,11.28209242517164,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.43,11.684869359618002,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,2 in 1 Convertible,4,2.08,10.655147649183531,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,11.34705032144641,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.11,11.02220830408089,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,11.053421883178572,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.09,10.928710232504155,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
HP,Ultrabook,4,1.26,11.32736089528991,0,0,125.36742798669836,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.31,11.056428922922915,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.95,10.941585213338248,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows
Dell,Ultrabook,8,1.29,11.368208546953756,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.63,10.9602773463504,0,0,127.33567457123112,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,10.85594510841814,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,6,2.1,9.989276182274937,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows
MSI,Gaming,8,2.7,11.058781074545012,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.95,11.061462490597744,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.84,11.089508999068563,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Ultrabook,8,1.26,11.18267988243989,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.04,10.584910269399517,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.47,11.428543355697592,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.09,10.944364366779205,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,10.893771459117888,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,4,1.8,10.717261720884188,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Vero,Notebook,2,1.45,9.326470842899342,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Toshiba,Notebook,16,2.4,11.237488118934884,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,10.93172544442196,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.54,10.88331630521427,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,1.84,11.626842862666368,0,0,141.21199808219862,Intel Core i5,500,256,Intel,Windows
HP,Notebook,8,1.43,11.26789820240601,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,3.78,11.318754369272693,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,16,4.6,11.711863755958657,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Asus,Netbook,4,1.2,9.638174223850264,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,16,1.1,11.846490622987275,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.91,10.862092668762644,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,2 in 1 Convertible,8,2.3,10.97315700921406,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,10.862092668762644,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.2,11.696022720831856,1,0,276.053530085501,Intel Core i7,0,1000,Intel,Windows
HP,Notebook,4,2.31,10.533971572370383,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
HP,Notebook,4,1.96,10.188167121983652,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others
Acer,Notebook,8,2.4,10.082583913974387,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows
Dell,2 in 1 Convertible,12,1.6,11.144911042902732,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,16,2.94,11.481603204750256,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.04,10.950974953688084,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,16,4.0,10.881314302543595,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Others
Dell,Notebook,4,2.25,10.301710499387234,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.32,10.873255868299651,0,0,141.21199808219862,Intel Core i7,2000,0,AMD,Windows
MSI,Gaming,16,1.8,11.540318039137862,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Dell,Ultrabook,8,1.29,11.260381938800736,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,64,3.58,12.263341053320566,0,1,127.33567457123112,Intel Core i7,0,1000,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.62,10.657682154931749,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,16,3.21,11.167743084945378,0,0,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows
Apple,Ultrabook,8,0.92,11.145680569681762,0,1,226.4155471693585,Other Intel Processor,0,0,Intel,Mac
Dell,Notebook,4,2.06,10.15346364564591,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
HP,Notebook,4,2.31,11.064804181259648,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
HP,Ultrabook,8,1.26,11.064804181259648,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.49,10.969494001455322,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.3,11.421848531521595,1,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,3.0,10.46628456073464,0,0,106.11306214269258,Intel Core i5,1000,0,AMD,Windows
Lenovo,Notebook,4,2.3,10.860047678274915,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,16,3.78,11.799206957067089,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,2.1,10.267130165790451,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,2.31,10.821440901496183,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Lenovo,Ultrabook,8,0.99,11.219074000897615,1,1,234.9767648087785,Other Intel Processor,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,12.05888963501851,0,1,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,0.69,10.446778399351528,1,1,224.1738090785728,Other Intel Processor,0,0,Intel,Windows
HP,Ultrabook,16,1.3,11.600668174471034,0,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,8,2.18,10.59563423276249,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.54,10.913835810881007,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,1.9,11.28544251205692,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.7,11.064804181259648,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
HP,Notebook,4,1.29,10.397183294038651,0,0,276.053530085501,Other Intel Processor,0,0,Intel,Others
Acer,Notebook,4,2.4,9.933985719261916,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows
Dell,Notebook,4,2.2,9.950616680806068,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others
HP,Notebook,4,1.86,9.82197089913809,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others
Asus,Gaming,8,2.7,11.352694739066088,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Dell,Ultrabook,4,1.4,10.682851144184026,0,1,165.6321180513006,Intel Core i5,0,256,AMD,Windows
HP,Netbook,4,2.4,11.352694739066088,0,0,125.36742798669836,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,8,2.4,10.658921971998408,0,0,141.21199808219862,Intel Core i5,1000,256,Nvidia,Windows
Dell,Notebook,8,2.36,10.435152442572992,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
MSI,Gaming,8,2.6,11.352694739066088,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,1.96,10.190169124654323,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,4.3,11.715790550995315,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,4,1.5,11.010081106005767,0,0,125.36742798669836,Intel Core i3,500,0,Intel,Windows
Dell,Ultrabook,4,1.5,11.037726951247386,0,0,125.36742798669836,Intel Core i3,0,128,Intel,Windows
Acer,Notebook,4,2.2,9.317895278196945,0,0,100.45466986113652,Other Intel Processor,0,16,Intel,Others
HP,Workstation,8,3.0,11.947682155153789,0,1,127.33567457123112,Intel Core i7,1000,0,AMD,Windows
Lenovo,Gaming,16,2.4,11.064804181259648,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Ultrabook,8,1.5,11.229102177820836,0,0,125.36742798669836,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.9,11.296213725139731,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,2 in 1 Convertible,4,2.1,10.740600003012675,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.1,9.962013031516571,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,16,2.59,11.175239371923306,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.16,11.413356147904066,1,0,276.053530085501,Other Intel Processor,0,256,Intel,Windows
Dell,Notebook,4,2.24,10.620847035233894,0,0,100.45466986113652,Intel Core i5,500,0,AMD,Windows
Lenovo,Notebook,4,2.1,10.03701794516015,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.16,11.56084210487126,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,4,0.69,10.283659467741664,1,1,224.1738090785728,Other Intel Processor,0,0,Intel,Others
Dell,Ultrabook,8,1.23,11.204674904025437,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,4.6,11.894913580522502,0,1,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Razer,Ultrabook,8,1.25,10.911903762066183,1,0,352.4651472131677,Intel Core i7,0,256,Intel,Windows
Toshiba,Ultrabook,16,1.05,11.683522558067624,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.52,11.155242401621267,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Vero,Notebook,4,1.35,9.253675685462651,0,0,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.16,11.408044834149251,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.43,11.29741074002049,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.09,10.236346354272076,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others
Asus,Notebook,4,2.0,10.050907057320815,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.8,11.395540949893968,1,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,4,0.69,10.147261623643049,1,1,224.1738090785728,Other Intel Processor,0,0,Intel,Windows
HP,Ultrabook,8,1.26,11.52253514374866,0,0,125.36742798669836,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,2.4,10.872255357854844,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others
HP,Gaming,8,3.35,11.004648590381796,0,1,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,2.04,10.419692282932576,0,0,100.45466986113652,Intel Core i7,2000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.8,11.601341447040118,1,1,157.3505121487356,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.5,9.60318213992277,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
HP,Ultrabook,8,1.84,10.598297350181973,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.23,10.398807989765654,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,10.977716980635757,0,0,141.21199808219862,Intel Core i7,0,0,AMD,Windows
HP,Workstation,8,3.0,12.256879973855344,0,1,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.5,10.639970046582542,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Windows
MSI,Gaming,16,3.78,11.758368289071829,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.88,11.658835785532077,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,16,2.8,11.775314344519382,1,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,8,2.4,11.016797696588752,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,2 in 1 Convertible,8,1.48,11.37128263483418,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,2.59,11.684869359618002,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,2 in 1 Convertible,8,1.48,11.470547260182666,1,0,220.84282406840083,Intel Core i7,0,256,Intel,Windows
HP,Workstation,8,2.0,11.52464373704442,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,11.71489846116146,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.18,10.893167621264643,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.88,11.340108040487776,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.27,11.733039792816312,1,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.9,9.801561133612584,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others
HP,Notebook,4,1.86,9.669293165034832,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows
Lenovo,Notebook,8,2.32,10.370822624347584,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Others
Dell,Gaming,8,2.62,11.064804181259648,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,2.04,11.694548697992886,1,1,282.42399616439724,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.91,10.147031952176633,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
MSI,Gaming,16,2.7,11.283969856325212,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11.715790550995315,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.5,10.645680750246626,0,0,141.21199808219862,Intel Core i5,0,0,AMD,Windows
HP,2 in 1 Convertible,8,1.48,11.596756189041978,1,0,220.84282406840083,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.7,11.288114524334732,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,16,1.7,11.45373072039192,0,0,157.3505121487356,Intel Core i7,1000,256,Nvidia,Windows
HP,Gaming,8,2.62,10.776844060703754,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10.104611236292678,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,2.1,10.143056552540132,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others
Dell,Gaming,8,2.62,11.2874471903093,0,0,282.42399616439724,Intel Core i7,1000,128,Nvidia,Windows
